,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,norm_layers,orders,accuracy
31,chameleon,0.001,0.9,200,1e-05,0.1,0.1,0.9,2,3,0.4734649122807017
32,chameleon,0.001,0.1,200,1e-05,0.1,0.1,0.9,2,3,0.4750000000000001
33,chameleon,0.01,0.1,40,1e-05,0.1,0.1,0.9,2,3,0.4787280701754387
34,chameleon,0.001,0.5,200,1e-05,0.1,0.1,0.9,2,3,0.4800438596491228
35,chameleon,0.01,0.5,40,1e-05,0.1,0.1,0.9,2,3,0.4844298245614035
36,citeseer,0.05,0.5,40,1e-05,1.0,10.0,0.5,2,3,0.701950789226313
37,citeseer,0.05,0.1,40,1e-05,1.0,10.0,0.5,2,3,0.703067261529983
38,citeseer,0.05,0.5,200,1e-05,1.0,10.0,0.5,2,3,0.7055649193711918
39,citeseer,0.05,0.1,200,1e-05,1.0,10.0,0.5,2,3,0.7127580536786585
40,citeseer,0.01,0.1,200,1e-05,1.0,10.0,0.5,2,3,0.7152256406374187
41,citeseer,0.05,0.9,40,0.0005,1.0,10.0,0.5,2,3,0.7154919632801772
42,citeseer,0.05,0.9,200,1e-05,1.0,10.0,0.5,2,3,0.7179990903855226
43,citeseer,0.05,0.5,200,0.0005,1.0,10.0,0.5,2,3,0.7182324996416652
44,citeseer,0.01,0.1,40,1e-05,1.0,10.0,0.5,2,3,0.7194600830872145
45,citeseer,0.05,0.1,40,0.0005,1.0,10.0,0.5,2,3,0.7195843667351493
46,citeseer,0.01,0.5,200,1e-05,1.0,10.0,0.5,2,3,0.7198330365934635
47,citeseer,0.001,0.1,200,1e-05,1.0,10.0,0.5,2,3,0.7203449444781288
48,citeseer,0.05,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.7204696273223543
49,citeseer,0.001,0.1,40,1e-05,1.0,10.0,0.5,2,3,0.7213788415891619
50,citeseer,0.05,0.9,200,0.0005,1.0,10.0,0.5,2,3,0.7217793356460944
51,citeseer,0.001,0.5,200,0.0005,1.0,10.0,0.5,2,3,0.7221681619080517
52,citeseer,0.05,0.1,200,0.0005,1.0,10.0,0.5,2,3,0.7226340751768698
53,citeseer,0.01,0.5,200,0.0005,1.0,10.0,0.5,2,3,0.7227039795011427
54,citeseer,0.01,0.1,40,0.0005,1.0,10.0,0.5,2,3,0.7227709219124805
55,citeseer,0.01,0.1,200,0.0005,1.0,10.0,0.5,2,3,0.7231570236960149
56,citeseer,0.001,0.1,200,0.0005,1.0,10.0,0.5,2,3,0.7234412933675712
57,citeseer,0.001,0.9,40,0.0005,1.0,10.0,0.5,2,3,0.7238431991602707
58,citeseer,0.01,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.7243198907109278
59,citeseer,0.001,0.1,40,0.0005,1.0,10.0,0.5,2,3,0.7245558629773545
60,citeseer,0.01,0.9,40,0.0005,1.0,10.0,0.5,2,3,0.7254143697667303
61,citeseer,0.01,0.9,200,0.0005,1.0,10.0,0.5,2,3,0.7261691811382123
62,citeseer,0.001,0.5,40,0.0005,1.0,10.0,0.5,2,3,0.7270489907062133
63,citeseer,0.01,0.5,40,1e-05,1.0,10.0,0.5,2,3,0.7277270691191194
64,citeseer,0.05,0.9,40,1e-05,1.0,10.0,0.5,2,3,0.7303923918419908
65,citeseer,0.001,0.5,200,1e-05,1.0,10.0,0.5,2,3,0.7308697715427176
66,citeseer,0.001,0.5,40,1e-05,1.0,10.0,0.5,2,3,0.7309325239872906
67,citeseer,0.01,0.9,200,1e-05,1.0,10.0,0.5,2,3,0.7379022260366382
68,citeseer,0.001,0.9,40,1e-05,1.0,10.0,0.5,2,3,0.7427358476309134
69,citeseer,0.001,0.9,200,1e-05,1.0,10.0,0.5,2,3,0.742736077525824
70,citeseer,0.01,0.9,40,1e-05,1.0,10.0,0.5,2,3,0.7437466219879584
71,cora,0.001,0.1,200,1e-05,0.1,0.1,0.5,2,3,0.7132796780684104
72,cora,0.05,0.1,40,1e-05,0.1,0.1,0.5,2,3,0.714486921529175
73,cora,0.001,0.1,40,1e-05,0.1,0.1,0.5,2,3,0.7146881287726358
74,cora,0.05,0.5,40,1e-05,0.1,0.1,0.5,2,3,0.7167002012072434
75,cora,0.01,0.1,40,1e-05,0.1,0.1,0.5,2,3,0.717102615694165
76,cora,0.01,0.1,200,1e-05,0.1,0.1,0.5,2,3,0.7235412474849094
77,cora,0.01,0.5,200,1e-05,0.1,0.1,0.5,2,3,0.728169014084507
78,cora,0.05,0.5,200,1e-05,0.1,0.1,0.5,2,3,0.7299798792756539
79,cora,0.001,0.5,200,1e-05,0.1,0.1,0.5,2,3,0.7307847082494969
80,cora,0.01,0.5,40,1e-05,0.1,0.1,0.5,2,3,0.7309859154929577
81,cora,0.001,0.5,40,1e-05,0.1,0.1,0.5,2,3,0.732595573440644
82,cora,0.05,0.1,200,1e-05,0.1,0.1,0.5,2,3,0.7327967806841047
83,cora,0.05,0.9,200,1e-05,0.1,0.1,0.5,2,3,0.7356136820925554
84,cora,0.05,0.9,40,0.0005,0.1,0.1,0.5,2,3,0.7376257545271628
85,cora,0.05,0.9,200,0.0005,0.1,0.1,0.5,2,3,0.739235412474849
86,cora,0.05,0.5,200,0.0005,0.1,0.1,0.5,2,3,0.7414486921529175
87,cora,0.05,0.1,200,0.0005,0.1,0.1,0.5,2,3,0.741851106639839
88,cora,0.001,0.9,40,0.0005,0.1,0.1,0.5,2,3,0.741851106639839
89,cora,0.05,0.9,40,1e-05,0.1,0.1,0.5,2,3,0.7422535211267607
90,cora,0.05,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.7424547283702213
91,cora,0.001,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.7432595573440645
92,cora,0.05,0.1,40,0.0005,0.1,0.1,0.5,2,3,0.7436619718309858
93,cora,0.001,0.1,40,0.0005,0.1,0.1,0.5,2,3,0.7442655935613682
94,cora,0.01,0.9,40,0.0005,0.1,0.1,0.5,2,3,0.744466800804829
95,cora,0.01,0.5,40,0.0005,0.1,0.1,0.5,2,3,0.7446680080482897
96,cora,0.01,0.9,200,1e-05,0.1,0.1,0.5,2,3,0.7448692152917504
97,cora,0.01,0.1,200,0.0005,0.1,0.1,0.5,2,3,0.7450704225352112
98,cora,0.01,0.5,200,0.0005,0.1,0.1,0.5,2,3,0.7458752515090543
99,cora,0.001,0.5,200,0.0005,0.1,0.1,0.5,2,3,0.7462776659959758
100,cora,0.001,0.1,200,0.0005,0.1,0.1,0.5,2,3,0.7472837022132797
101,cora,0.01,0.1,40,0.0005,0.1,0.1,0.5,2,3,0.7476861167002011
102,cora,0.01,0.9,200,0.0005,0.1,0.1,0.5,2,3,0.7482897384305834
103,cora,0.001,0.9,40,1e-05,0.1,0.1,0.5,2,3,0.7501006036217304
104,cora,0.001,0.9,200,1e-05,0.1,0.1,0.5,2,3,0.751307847082495
105,cora,0.01,0.9,40,1e-05,0.1,0.1,0.5,2,3,0.7531187122736419
106,cornell,0.05,0.9,40,0.0005,0.5,0.1,0.1,2,3,0.7486486486486486
107,cornell,0.001,0.1,40,1e-05,0.5,0.1,0.1,2,3,0.754054054054054
108,cornell,0.001,0.1,40,0.0005,0.5,0.1,0.1,2,3,0.7621621621621621
109,cornell,0.001,0.9,40,0.0005,0.5,0.1,0.1,2,3,0.7621621621621621
110,cornell,0.05,0.5,200,0.0005,0.5,0.1,0.1,2,3,0.7675675675675675
111,cornell,0.001,0.5,40,1e-05,0.5,0.1,0.1,2,3,0.7675675675675675
112,cornell,0.01,0.9,40,0.0005,0.5,0.1,0.1,2,3,0.772972972972973
113,cornell,0.001,0.5,200,1e-05,0.5,0.1,0.1,2,3,0.7756756756756756
114,cornell,0.001,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.7756756756756757
115,cornell,0.001,0.9,40,1e-05,0.5,0.1,0.1,2,3,0.7810810810810811
116,cornell,0.001,0.9,200,0.0005,0.5,0.1,0.1,2,3,0.7810810810810811
117,cornell,0.001,0.9,200,1e-05,0.5,0.1,0.1,2,3,0.7837837837837838
118,cornell,0.05,0.9,200,0.0005,0.5,0.1,0.1,2,3,0.7837837837837839
119,cornell,0.01,0.1,40,0.0005,0.5,0.1,0.1,2,3,0.7864864864864864
120,cornell,0.001,0.1,200,1e-05,0.5,0.1,0.1,2,3,0.7864864864864864
121,cornell,0.05,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.7918918918918919
122,cornell,0.01,0.9,40,1e-05,0.5,0.1,0.1,2,3,0.7918918918918919
123,cornell,0.05,0.1,40,0.0005,0.5,0.1,0.1,2,3,0.7945945945945946
124,cornell,0.01,0.5,40,1e-05,0.5,0.1,0.1,2,3,0.7972972972972974
125,cornell,0.01,0.5,200,1e-05,0.5,0.1,0.1,2,3,0.8027027027027026
126,cornell,0.001,0.5,200,0.0005,0.5,0.1,0.1,2,3,0.8027027027027026
127,cornell,0.05,0.9,40,1e-05,0.5,0.1,0.1,2,3,0.8054054054054053
128,cornell,0.01,0.1,40,1e-05,0.5,0.1,0.1,2,3,0.8054054054054054
129,cornell,0.01,0.9,200,1e-05,0.5,0.1,0.1,2,3,0.8081081081081081
130,cornell,0.01,0.9,200,0.0005,0.5,0.1,0.1,2,3,0.8081081081081081
131,cornell,0.01,0.5,40,0.0005,0.5,0.1,0.1,2,3,0.8108108108108107
132,cornell,0.01,0.1,200,0.0005,0.5,0.1,0.1,2,3,0.8108108108108107
133,cornell,0.01,0.5,200,0.0005,0.5,0.1,0.1,2,3,0.8108108108108107
134,cornell,0.001,0.1,200,0.0005,0.5,0.1,0.1,2,3,0.8108108108108107
135,cornell,0.05,0.5,40,1e-05,0.5,0.1,0.1,2,3,0.8108108108108109
136,cornell,0.05,0.1,40,1e-05,0.5,0.1,0.1,2,3,0.8162162162162161
137,cornell,0.05,0.1,200,0.0005,0.5,0.1,0.1,2,3,0.8189189189189188
138,cornell,0.01,0.1,200,1e-05,0.5,0.1,0.1,2,3,0.8216216216216216
139,cornell,0.05,0.5,200,1e-05,0.5,0.1,0.1,2,3,0.8297297297297298
140,cornell,0.05,0.1,200,1e-05,0.5,0.1,0.1,2,3,0.835135135135135
141,cornell,0.05,0.9,200,1e-05,0.5,0.1,0.1,2,3,0.835135135135135
142,film,0.05,0.1,200,1e-05,10.0,10.0,0.5,2,3,0.3275657894736842
143,film,0.05,0.5,200,1e-05,10.0,10.0,0.5,2,3,0.32842105263157884
144,film,0.01,0.1,200,1e-05,10.0,10.0,0.5,2,3,0.3288815789473684
145,film,0.01,0.5,200,1e-05,10.0,10.0,0.5,2,3,0.3305921052631579
146,film,0.05,0.1,40,1e-05,10.0,10.0,0.5,2,3,0.33085526315789476
147,film,0.05,0.5,40,1e-05,10.0,10.0,0.5,2,3,0.3344078947368421
148,film,0.01,0.9,200,1e-05,10.0,10.0,0.5,2,3,0.3398026315789474
149,film,0.05,0.9,200,1e-05,10.0,10.0,0.5,2,3,0.34388157894736837
150,film,0.05,0.1,40,0.0005,10.0,10.0,0.5,2,3,0.34848684210526315
151,film,0.01,0.1,40,1e-05,10.0,10.0,0.5,2,3,0.3488157894736842
152,film,0.05,0.1,200,0.0005,10.0,10.0,0.5,2,3,0.350328947368421
153,film,0.05,0.5,200,0.0005,10.0,10.0,0.5,2,3,0.3506578947368421
154,film,0.05,0.9,40,1e-05,10.0,10.0,0.5,2,3,0.350921052631579
155,film,0.001,0.1,200,1e-05,10.0,10.0,0.5,2,3,0.3516447368421053
156,film,0.01,0.5,40,1e-05,10.0,10.0,0.5,2,3,0.35197368421052627
157,film,0.001,0.1,40,1e-05,10.0,10.0,0.5,2,3,0.35230263157894737
158,film,0.01,0.1,200,0.0005,10.0,10.0,0.5,2,3,0.35236842105263155
159,film,0.01,0.5,200,0.0005,10.0,10.0,0.5,2,3,0.3526973684210526
160,film,0.05,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.35388157894736844
161,film,0.001,0.5,40,1e-05,10.0,10.0,0.5,2,3,0.3566447368421053
162,film,0.001,0.5,200,1e-05,10.0,10.0,0.5,2,3,0.3582236842105263
163,film,0.01,0.9,200,0.0005,10.0,10.0,0.5,2,3,0.3604605263157895
164,film,0.01,0.9,40,1e-05,10.0,10.0,0.5,2,3,0.3610526315789474
165,film,0.001,0.9,200,1e-05,10.0,10.0,0.5,2,3,0.3624342105263158
166,film,0.001,0.9,40,1e-05,10.0,10.0,0.5,2,3,0.36539473684210527
167,film,0.01,0.1,40,0.0005,10.0,10.0,0.5,2,3,0.3655921052631579
168,film,0.001,0.1,40,0.0005,10.0,10.0,0.5,2,3,0.36565789473684207
169,film,0.001,0.5,200,0.0005,10.0,10.0,0.5,2,3,0.3659868421052632
170,film,0.001,0.1,200,0.0005,10.0,10.0,0.5,2,3,0.36624999999999996
171,film,0.01,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.36743421052631575
172,film,0.05,0.9,40,0.0005,10.0,10.0,0.5,2,3,0.36756578947368423
173,film,0.001,0.5,40,0.0005,10.0,10.0,0.5,2,3,0.36815789473684213
174,film,0.05,0.9,200,0.0005,10.0,10.0,0.5,2,3,0.368421052631579
175,film,0.001,0.9,200,0.0005,10.0,10.0,0.5,2,3,0.3686184210526316
176,film,0.001,0.9,40,0.0005,10.0,10.0,0.5,2,3,0.3699342105263158
177,film,0.01,0.9,40,0.0005,10.0,10.0,0.5,2,3,0.37124999999999997
178,pubmed,0.001,0.9,40,1e-05,10.0,0.1,0.9,2,3,0.8607505070993915
179,pubmed,0.05,0.1,40,0.0005,10.0,0.1,0.9,2,3,0.8613336713995942
180,pubmed,0.001,0.5,40,1e-05,10.0,0.1,0.9,2,3,0.86237322515213
181,pubmed,0.001,0.9,200,1e-05,10.0,0.1,0.9,2,3,0.8628296146044626
182,pubmed,0.001,0.1,40,1e-05,10.0,0.1,0.9,2,3,0.8635395537525357
183,pubmed,0.001,0.5,200,1e-05,10.0,0.1,0.9,2,3,0.8638438133874239
184,pubmed,0.01,0.9,40,1e-05,10.0,0.1,0.9,2,3,0.8640212981744421
185,pubmed,0.05,0.1,200,1e-05,10.0,0.1,0.9,2,3,0.8646298174442191
186,pubmed,0.001,0.1,200,1e-05,10.0,0.1,0.9,2,3,0.8646298174442192
187,pubmed,0.05,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.8649594320486814
188,pubmed,0.01,0.5,40,1e-05,10.0,0.1,0.9,2,3,0.8651115618661258
189,pubmed,0.05,0.1,200,0.0005,10.0,0.1,0.9,2,3,0.8654665314401623
190,pubmed,0.01,0.1,40,1e-05,10.0,0.1,0.9,2,3,0.8656186612576064
191,pubmed,0.05,0.5,200,0.0005,10.0,0.1,0.9,2,3,0.8658722109533468
192,pubmed,0.05,0.1,40,1e-05,10.0,0.1,0.9,2,3,0.8663032454361053
193,pubmed,0.01,0.5,200,1e-05,10.0,0.1,0.9,2,3,0.8666582150101421
194,pubmed,0.01,0.9,200,1e-05,10.0,0.1,0.9,2,3,0.8667596348884381
195,pubmed,0.05,0.5,200,1e-05,10.0,0.1,0.9,2,3,0.8668610547667341
196,pubmed,0.05,0.5,40,1e-05,10.0,0.1,0.9,2,3,0.8670385395537525
197,pubmed,0.01,0.1,200,1e-05,10.0,0.1,0.9,2,3,0.8672920892494929
198,pubmed,0.05,0.9,40,0.0005,10.0,0.1,0.9,2,3,0.8677231237322515
199,pubmed,0.05,0.9,200,0.0005,10.0,0.1,0.9,2,3,0.868078093306288
200,pubmed,0.05,0.9,40,1e-05,10.0,0.1,0.9,2,3,0.8688387423935092
201,pubmed,0.001,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.8691176470588233
202,pubmed,0.001,0.5,200,0.0005,10.0,0.1,0.9,2,3,0.8691176470588233
203,pubmed,0.001,0.1,40,0.0005,10.0,0.1,0.9,2,3,0.8694219066937119
204,pubmed,0.001,0.1,200,0.0005,10.0,0.1,0.9,2,3,0.8694219066937119
205,pubmed,0.001,0.9,40,0.0005,10.0,0.1,0.9,2,3,0.8696754563894522
206,pubmed,0.01,0.1,40,0.0005,10.0,0.1,0.9,2,3,0.8697008113590264
207,pubmed,0.05,0.9,200,1e-05,10.0,0.1,0.9,2,3,0.8698022312373226
208,pubmed,0.001,0.9,200,0.0005,10.0,0.1,0.9,2,3,0.8699036511156187
209,pubmed,0.01,0.9,40,0.0005,10.0,0.1,0.9,2,3,0.8701064908722109
210,pubmed,0.01,0.9,200,0.0005,10.0,0.1,0.9,2,3,0.8702079107505073
211,pubmed,0.01,0.1,200,0.0005,10.0,0.1,0.9,2,3,0.8704868154158214
212,pubmed,0.01,0.5,40,0.0005,10.0,0.1,0.9,2,3,0.8705121703853955
213,pubmed,0.01,0.5,200,0.0005,10.0,0.1,0.9,2,3,0.8705121703853955
214,squirrel,0.001,0.1,40,0.0005,0.1,0.1,0.1,2,3,0.2522574447646494
215,squirrel,0.001,0.1,200,0.0005,0.1,0.1,0.1,2,3,0.2622478386167147
216,squirrel,0.001,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.2624399615754083
217,squirrel,0.001,0.5,200,0.0005,0.1,0.1,0.1,2,3,0.27233429394812675
218,squirrel,0.05,0.1,200,1e-05,0.1,0.1,0.1,2,3,0.2745437079731028
219,squirrel,0.01,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.27704130643611913
220,squirrel,0.01,0.1,200,1e-05,0.1,0.1,0.1,2,3,0.27742555235350624
221,squirrel,0.05,0.5,200,1e-05,0.1,0.1,0.1,2,3,0.277521613832853
222,squirrel,0.001,0.9,40,0.0005,0.1,0.1,0.1,2,3,0.27896253602305476
223,squirrel,0.05,0.1,40,1e-05,0.1,0.1,0.1,2,3,0.279731027857829
224,squirrel,0.01,0.9,40,0.0005,0.1,0.1,0.1,2,3,0.28117195004803075
225,squirrel,0.001,0.9,200,0.0005,0.1,0.1,0.1,2,3,0.28357348703170027
226,squirrel,0.05,0.5,200,0.0005,0.1,0.1,0.1,2,3,0.28366954851104703
227,squirrel,0.01,0.5,200,1e-05,0.1,0.1,0.1,2,3,0.2837656099903939
228,squirrel,0.01,0.1,40,0.0005,0.1,0.1,0.1,2,3,0.28568683957732943
229,squirrel,0.05,0.5,40,1e-05,0.1,0.1,0.1,2,3,0.2862632084534102
230,squirrel,0.05,0.9,200,1e-05,0.1,0.1,0.1,2,3,0.28780019212295865
231,squirrel,0.05,0.1,40,0.0005,0.1,0.1,0.1,2,3,0.28799231508165224
232,squirrel,0.05,0.9,200,0.0005,0.1,0.1,0.1,2,3,0.2886647454370797
233,squirrel,0.01,0.5,200,0.0005,0.1,0.1,0.1,2,3,0.2887608069164266
234,squirrel,0.01,0.1,200,0.0005,0.1,0.1,0.1,2,3,0.28914505283381364
235,squirrel,0.05,0.9,40,0.0005,0.1,0.1,0.1,2,3,0.28924111431316046
236,squirrel,0.05,0.1,200,0.0005,0.1,0.1,0.1,2,3,0.290297790585975
237,squirrel,0.01,0.9,200,0.0005,0.1,0.1,0.1,2,3,0.29087415946205575
238,squirrel,0.01,0.1,40,1e-05,0.1,0.1,0.1,2,3,0.2911623439000961
239,squirrel,0.05,0.5,40,0.0005,0.1,0.1,0.1,2,3,0.29145052833813645
240,squirrel,0.001,0.1,40,1e-05,0.1,0.1,0.1,2,3,0.29202689721421715
241,squirrel,0.01,0.9,200,1e-05,0.1,0.1,0.1,2,3,0.29289145052833815
242,squirrel,0.001,0.1,200,1e-05,0.1,0.1,0.1,2,3,0.2942363112391931
243,squirrel,0.001,0.5,200,1e-05,0.1,0.1,0.1,2,3,0.29433237271853985
244,squirrel,0.001,0.5,40,1e-05,0.1,0.1,0.1,2,3,0.29442843419788656
245,squirrel,0.01,0.5,40,1e-05,0.1,0.1,0.1,2,3,0.294716618635927
246,squirrel,0.05,0.9,40,1e-05,0.1,0.1,0.1,2,3,0.2949087415946206
247,squirrel,0.01,0.9,40,1e-05,0.1,0.1,0.1,2,3,0.2981748318924112
248,squirrel,0.001,0.9,40,1e-05,0.1,0.1,0.1,2,3,0.29923150816522576
249,squirrel,0.001,0.9,200,1e-05,0.1,0.1,0.1,2,3,0.3004803073967339
250,texas,0.001,0.9,40,0.0005,10.0,1.0,0.5,2,3,0.7324324324324324
251,texas,0.05,0.9,40,0.0005,10.0,1.0,0.5,2,3,0.7432432432432432
252,texas,0.001,0.5,40,1e-05,10.0,1.0,0.5,2,3,0.7594594594594595
253,texas,0.001,0.9,40,1e-05,10.0,1.0,0.5,2,3,0.7594594594594595
254,texas,0.001,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.7594594594594595
255,texas,0.001,0.1,40,1e-05,10.0,1.0,0.5,2,3,0.7594594594594596
256,texas,0.01,0.5,40,1e-05,10.0,1.0,0.5,2,3,0.7621621621621623
257,texas,0.01,0.9,40,1e-05,10.0,1.0,0.5,2,3,0.7648648648648648
258,texas,0.001,0.1,200,1e-05,10.0,1.0,0.5,2,3,0.7648648648648649
259,texas,0.001,0.5,200,1e-05,10.0,1.0,0.5,2,3,0.7675675675675676
260,texas,0.001,0.9,200,1e-05,10.0,1.0,0.5,2,3,0.7675675675675676
261,texas,0.05,0.5,40,1e-05,10.0,1.0,0.5,2,3,0.7702702702702703
262,texas,0.05,0.5,200,0.0005,10.0,1.0,0.5,2,3,0.7702702702702704
263,texas,0.01,0.1,40,1e-05,10.0,1.0,0.5,2,3,0.7756756756756757
264,texas,0.001,0.9,200,0.0005,10.0,1.0,0.5,2,3,0.7756756756756757
265,texas,0.01,0.9,40,0.0005,10.0,1.0,0.5,2,3,0.7783783783783784
266,texas,0.05,0.1,40,0.0005,10.0,1.0,0.5,2,3,0.7837837837837839
267,texas,0.01,0.9,200,0.0005,10.0,1.0,0.5,2,3,0.7864864864864864
268,texas,0.001,0.1,40,0.0005,10.0,1.0,0.5,2,3,0.7891891891891891
269,texas,0.05,0.1,40,1e-05,10.0,1.0,0.5,2,3,0.7918918918918918
270,texas,0.01,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.7918918918918918
271,texas,0.01,0.9,200,1e-05,10.0,1.0,0.5,2,3,0.7918918918918918
272,texas,0.05,0.9,200,0.0005,10.0,1.0,0.5,2,3,0.7918918918918919
273,texas,0.01,0.1,40,0.0005,10.0,1.0,0.5,2,3,0.7945945945945946
274,texas,0.05,0.9,40,1e-05,10.0,1.0,0.5,2,3,0.7972972972972973
275,texas,0.001,0.5,200,0.0005,10.0,1.0,0.5,2,3,0.7972972972972973
276,texas,0.05,0.1,200,0.0005,10.0,1.0,0.5,2,3,0.8027027027027026
277,texas,0.01,0.1,200,0.0005,10.0,1.0,0.5,2,3,0.8027027027027026
278,texas,0.01,0.5,200,0.0005,10.0,1.0,0.5,2,3,0.8027027027027026
279,texas,0.001,0.1,200,0.0005,10.0,1.0,0.5,2,3,0.8027027027027026
280,texas,0.05,0.5,40,0.0005,10.0,1.0,0.5,2,3,0.8054054054054054
281,texas,0.01,0.5,200,1e-05,10.0,1.0,0.5,2,3,0.8081081081081081
282,texas,0.05,0.9,200,1e-05,10.0,1.0,0.5,2,3,0.8135135135135135
283,texas,0.01,0.1,200,1e-05,10.0,1.0,0.5,2,3,0.818918918918919
284,texas,0.05,0.5,200,1e-05,10.0,1.0,0.5,2,3,0.8216216216216216
285,texas,0.05,0.1,200,1e-05,10.0,1.0,0.5,2,3,0.8216216216216218
286,wisconsin,0.05,0.9,40,0.0005,1.0,0.1,0.9,2,3,0.8058823529411765
287,wisconsin,0.001,0.1,40,1e-05,1.0,0.1,0.9,2,3,0.8137254901960784
288,wisconsin,0.001,0.5,40,1e-05,1.0,0.1,0.9,2,3,0.8137254901960784
289,wisconsin,0.001,0.5,200,1e-05,1.0,0.1,0.9,2,3,0.8156862745098039
290,wisconsin,0.01,0.1,40,1e-05,1.0,0.1,0.9,2,3,0.8176470588235294
291,wisconsin,0.001,0.9,40,0.0005,1.0,0.1,0.9,2,3,0.8176470588235294
292,wisconsin,0.01,0.5,40,1e-05,1.0,0.1,0.9,2,3,0.8196078431372549
293,wisconsin,0.001,0.9,40,1e-05,1.0,0.1,0.9,2,3,0.8196078431372549
294,wisconsin,0.001,0.1,200,1e-05,1.0,0.1,0.9,2,3,0.8215686274509804
295,wisconsin,0.05,0.9,200,0.0005,1.0,0.1,0.9,2,3,0.8235294117647058
296,wisconsin,0.01,0.9,40,1e-05,1.0,0.1,0.9,2,3,0.8254901960784313
297,wisconsin,0.01,0.9,40,0.0005,1.0,0.1,0.9,2,3,0.8254901960784313
298,wisconsin,0.001,0.9,200,1e-05,1.0,0.1,0.9,2,3,0.8254901960784313
299,wisconsin,0.05,0.9,40,1e-05,1.0,0.1,0.9,2,3,0.8313725490196078
300,wisconsin,0.001,0.9,200,0.0005,1.0,0.1,0.9,2,3,0.8313725490196078
301,wisconsin,0.05,0.5,40,0.0005,1.0,0.1,0.9,2,3,0.8333333333333333
