,dataset,lr,dropout,early_stopping,weight_decay,alpha,beta,gamma,delta,norm_func_id,norm_layers,orders_func_id,orders,accuracy,std
104,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,5,0.8884,0.0043
105,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,3,0.8884,0.0032
106,pubmed,0.01,0.6,200,0.0001,0.0,50000.0,0.4,1.0,2,1,2,3,0.8884,0.0027
107,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,5,0.8885,0.0038
108,pubmed,0.01,0.5,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,3,0.8887,0.0044
109,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.5,1.0,2,1,2,3,0.8887,0.0042
110,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,5,0.8888,0.0047
111,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,3,0.8889,0.0031
112,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,5,0.8889,0.0035
113,pubmed,0.01,0.4,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,3,0.8889,0.0042
114,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.4,1.0,2,1,2,4,0.8889,0.0042
115,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,3,0.8889,0.0045
116,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,4,0.8889,0.004
117,pubmed,0.01,0.6,200,1e-05,0.0,50000.0,0.6,1.0,2,1,2,5,0.8889,0.0049
118,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,4,0.889,0.0036
119,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,5,0.8891,0.0036
120,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,3,0.8892,0.003
121,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,3,0.8892,0.0041
122,pubmed,0.01,0.6,200,1e-05,0.0,100000.0,0.6,1.0,2,1,2,3,0.8892,0.0033
123,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,4,0.8893,0.0035
124,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,3,0.8893,0.0042
125,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,4,0.8894,0.0028
126,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,4,0.8894,0.004
127,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,5,0.8894,0.004
128,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,4,0.8895,0.0031
129,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,3,0.8897,0.0023
130,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,5,0.8897,0.0044
131,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,5,0.8898,0.0039
132,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,5,0.8898,0.0027
133,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,3,0.8898,0.004
134,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,4,0.8899,0.0027
135,pubmed,0.01,0.4,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,3,0.8899,0.0031
136,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,5,0.8899,0.0035
137,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,3,0.8899,0.0039
138,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,4,0.8899,0.0032
139,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,4,0.89,0.0037
140,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,5,0.8901,0.0044
141,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.5,1.0,2,1,2,3,0.8901,0.0031
142,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,4,0.8901,0.0038
143,pubmed,0.01,0.5,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,4,0.8902,0.0038
144,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,4,0.8903,0.0032
145,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,4,0.8906,0.0039
146,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,3,0.8906,0.0039
147,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,4,0.8906,0.0038
148,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.6,1.0,2,1,2,4,0.8907,0.0035
149,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,4,0.8908,0.0034
150,pubmed,0.01,0.6,200,1e-05,0.0,20000.0,0.4,1.0,2,1,2,3,0.8908,0.0038
151,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,4,0.8909,0.0039
152,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,5,0.8909,0.0033
153,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.6,1.0,2,1,2,3,0.891,0.0039
154,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,5,0.8911,0.0035
155,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,4,0.8917,0.0034
156,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,3,0.8919,0.0035
157,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,3,0.892,0.0036
158,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,3,0.8922,0.0033
159,pubmed,0.01,0.4,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,3,0.8924,0.0028
160,pubmed,0.01,0.5,200,0.0001,0.0,20000.0,0.4,1.0,2,1,2,3,0.8924,0.0035
161,pubmed,0.01,0.6,200,0.0001,0.0,20000.0,0.5,1.0,2,1,2,3,0.8924,0.0039
0,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,3,2,2,0.8081,0.0533
1,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,3,2,2,0.8135,0.0459
2,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,1,2,4,0.8135,0.0475
3,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,1,2,3,0.8135,0.0475
4,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,3,2,3,0.8162,0.0465
5,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,3,2,3,0.8162,0.0415
6,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,1,2,4,0.8162,0.0465
7,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,1,2,2,0.8162,0.048
8,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,1,2,4,0.8162,0.048
9,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,1,2,3,0.8162,0.048
10,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,3,2,3,0.8162,0.0432
11,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,1,2,3,0.8162,0.0465
12,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,1,2,2,0.8162,0.048
13,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,1,2,4,0.8162,0.048
14,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,3,2,2,0.8162,0.0432
15,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,1,2,3,0.8162,0.0432
16,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,3,2,3,0.8162,0.0432
17,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,1,2,3,0.8162,0.051
18,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,1,2,4,0.8162,0.048
19,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,1,2,2,0.8162,0.051
20,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,1,2,3,0.8162,0.048
21,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,1,2,4,0.8162,0.051
22,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,3,2,2,0.8189,0.042
23,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,3,2,2,0.8189,0.042
24,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,1,2,2,0.8189,0.0484
25,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,3,2,2,0.8189,0.0437
26,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,3,2,4,0.8189,0.0499
27,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,3,2,4,0.8189,0.042
28,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,1,2,3,0.8189,0.0484
29,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,1,2,2,0.8189,0.0484
30,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,3,2,3,0.8189,0.0437
31,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,1,2,4,0.8189,0.0514
32,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,1,2,2,0.8189,0.0484
33,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,3,2,4,0.8216,0.0516
34,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,3,2,4,0.8216,0.0386
35,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,1,2,2,0.8216,0.0422
36,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,1,2,3,0.8216,0.0516
37,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,3,2,3,0.8216,0.0422
38,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,3,2,4,0.8216,0.0422
39,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,1,2,3,0.8216,0.0501
40,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,3,2,2,0.8216,0.0439
41,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,3,2,3,0.8216,0.0439
42,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,3,2,3,0.8216,0.0486
43,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,1,2,2,0.8216,0.0486
44,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,3,2,2,0.8216,0.0439
45,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,3,2,3,0.8216,0.0439
46,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,3,2,4,0.8216,0.0439
47,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,3,2,3,0.8216,0.053
48,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,3,2,4,0.8216,0.0516
49,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,3,2,2,0.8216,0.0439
50,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,3,2,4,0.8216,0.0501
51,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,3,2,4,0.8216,0.0471
52,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,2,2,4,0.8243,0.0405
53,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,3,2,4,0.8243,0.0405
54,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,3,2,3,0.8243,0.0405
55,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,3,2,2,0.8243,0.0472
56,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,1,2,4,0.8243,0.053
57,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,3,2,3,0.8243,0.0456
58,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,3,2,4,0.8243,0.0456
59,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,2,2,2,0.8243,0.0487
60,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,1,2,4,0.8243,0.0544
61,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,3,2,4,0.8243,0.0456
62,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,3,2,2,0.8243,0.0487
63,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,3,2,4,0.8243,0.044
64,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,1,2,2,0.8243,0.0487
65,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,3,2,3,0.8243,0.0487
66,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,3,2,3,0.8243,0.0456
67,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,3,2,4,0.8243,0.0516
68,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,1,2,4,0.8243,0.044
69,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,2,2,2,0.8243,0.0487
70,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,3,2,2,0.8243,0.0456
71,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,3,2,3,0.8243,0.0456
72,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,1,2,2,0.827,0.0455
73,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,2,2,2,0.827,0.0439
74,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,1,2,3,0.827,0.0455
75,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,2,2,4,0.827,0.0439
76,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,2,2,2,0.827,0.0471
77,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,2,2,4,0.827,0.0471
78,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,1,2,2,0.827,0.0455
79,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,3,2,2,0.827,0.0367
80,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,3,2,3,0.827,0.0422
81,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,1,2,2,0.827,0.0455
82,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,2,2,2,0.827,0.0455
83,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,3,2,2,0.827,0.0386
84,texas,0.01,0.0,200,1e-05,0.0,0.1,0.2,1.0,2,3,2,4,0.827,0.0405
85,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,3,2,2,0.827,0.0405
86,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,3,2,3,0.827,0.0405
87,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,1,2,3,0.827,0.0455
88,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,1,2,4,0.827,0.0455
89,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,3,2,4,0.827,0.0422
90,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,2,2,2,0.827,0.0486
91,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,3,2,2,0.827,0.0439
92,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,3,2,3,0.827,0.0439
93,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,3,2,4,0.827,0.0439
94,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,1,2,2,0.827,0.0455
95,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,1,2,2,0.827,0.0455
96,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,3,2,2,0.827,0.0471
97,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,3,2,3,0.827,0.0471
98,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,1,2,2,0.827,0.0455
99,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,1,2,3,0.827,0.0455
100,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,1,2,4,0.827,0.0455
101,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,3,2,2,0.827,0.0486
102,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,1,2,3,0.827,0.0471
103,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,1,2,4,0.827,0.0455
104,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,3,2,4,0.827,0.0486
105,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,3,2,2,0.827,0.0439
106,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,2,2,3,0.827,0.0455
107,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,3,2,3,0.827,0.0439
108,texas,0.01,0.0,200,1e-05,0.0,0.2,0.3,1.0,2,2,2,4,0.827,0.0455
109,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,2,2,2,0.827,0.0471
110,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,1,2,2,0.827,0.0455
111,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,2,2,3,0.827,0.0471
112,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,1,2,2,0.827,0.0455
113,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,1,2,3,0.827,0.0455
114,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,1,2,4,0.827,0.0455
115,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,3,2,2,0.827,0.0422
116,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,1,2,2,0.827,0.0455
117,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,3,2,2,0.827,0.0486
118,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,1,2,3,0.827,0.0455
119,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,3,2,3,0.827,0.0486
120,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,3,2,4,0.827,0.0486
121,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,2,2,3,0.827,0.0455
122,texas,0.01,0.0,200,1e-05,0.0,0.3,0.3,1.0,2,2,2,4,0.827,0.0455
123,texas,0.01,0.0,200,0.0001,0.0,0.1,0.1,1.0,2,2,2,3,0.8297,0.0453
124,texas,0.01,0.0,200,5e-05,0.0,0.1,0.1,1.0,2,2,2,3,0.8297,0.0453
125,texas,0.01,0.0,200,1e-05,0.0,0.1,0.1,1.0,2,3,2,3,0.8297,0.0469
126,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,2,2,2,0.8297,0.0453
127,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,1,2,3,0.8297,0.0453
128,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,2,2,3,0.8297,0.0453
129,texas,0.01,0.0,200,0.0001,0.0,0.1,0.2,1.0,2,1,2,4,0.8297,0.0453
130,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,1,2,3,0.8297,0.0437
131,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,2,2,3,0.8297,0.0453
132,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,1,2,4,0.8297,0.0437
133,texas,0.01,0.0,200,5e-05,0.0,0.1,0.2,1.0,2,2,2,4,0.8297,0.0469
134,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,2,2,2,0.8297,0.0453
135,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,1,2,3,0.8297,0.0453
136,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,1,2,4,0.8297,0.0453
137,texas,0.01,0.0,200,0.0001,0.0,0.1,0.3,1.0,2,3,2,4,0.8297,0.042
138,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,1,2,2,0.8297,0.0484
139,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,2,2,2,0.8297,0.0469
140,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,2,2,3,0.8297,0.0469
141,texas,0.01,0.0,200,5e-05,0.0,0.1,0.3,1.0,2,2,2,4,0.8297,0.0469
142,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,2,2,3,0.8297,0.0453
143,texas,0.01,0.0,200,1e-05,0.0,0.1,0.3,1.0,2,2,2,4,0.8297,0.0453
144,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,2,2,2,0.8297,0.0469
145,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,1,2,3,0.8297,0.0453
146,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,2,2,3,0.8297,0.0437
147,texas,0.01,0.0,200,0.0001,0.0,0.2,0.1,1.0,2,1,2,4,0.8297,0.0484
148,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,2,2,2,0.8297,0.0453
149,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,1,2,3,0.8297,0.0453
150,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,2,2,3,0.8297,0.0453
151,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,2,2,4,0.8297,0.0453
152,texas,0.01,0.0,200,5e-05,0.0,0.2,0.1,1.0,2,3,2,4,0.8297,0.0453
153,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,2,2,3,0.8297,0.042
154,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,3,2,3,0.8297,0.0383
155,texas,0.01,0.0,200,1e-05,0.0,0.2,0.1,1.0,2,2,2,4,0.8297,0.042
156,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,2,2,2,0.8297,0.0453
157,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,1,2,3,0.8297,0.0453
158,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,2,2,3,0.8297,0.0453
159,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,1,2,4,0.8297,0.0453
160,texas,0.01,0.0,200,0.0001,0.0,0.2,0.2,1.0,2,2,2,4,0.8297,0.0453
161,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,2,2,2,0.8297,0.0453
162,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,2,2,3,0.8297,0.0453
163,texas,0.01,0.0,200,5e-05,0.0,0.2,0.2,1.0,2,2,2,4,0.8297,0.0453
164,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,3,2,2,0.8297,0.0402
165,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,2,2,3,0.8297,0.0453
166,texas,0.01,0.0,200,1e-05,0.0,0.2,0.2,1.0,2,2,2,4,0.8297,0.0453
167,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,1,2,2,0.8297,0.0453
168,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,3,2,2,0.8297,0.0484
169,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,1,2,3,0.8297,0.0453
170,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,2,2,3,0.8297,0.0453
171,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,3,2,3,0.8297,0.0484
172,texas,0.01,0.0,200,0.0001,0.0,0.2,0.3,1.0,2,1,2,4,0.8297,0.0453
173,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,1,2,2,0.8297,0.0484
174,texas,0.01,0.0,200,5e-05,0.0,0.2,0.3,1.0,2,3,2,3,0.8297,0.0514
175,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,2,2,2,0.8297,0.0437
176,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,1,2,3,0.8297,0.0453
177,texas,0.01,0.0,200,0.0001,0.0,0.3,0.1,1.0,2,1,2,4,0.8297,0.0453
178,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,2,2,3,0.8297,0.0469
179,texas,0.01,0.0,200,5e-05,0.0,0.3,0.1,1.0,2,2,2,4,0.8297,0.0469
180,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,2,2,2,0.8297,0.042
181,texas,0.01,0.0,200,1e-05,0.0,0.3,0.1,1.0,2,3,2,4,0.8297,0.0383
182,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,2,2,2,0.8297,0.0453
183,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,1,2,3,0.8297,0.0453
184,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,2,2,4,0.8297,0.0453
185,texas,0.01,0.0,200,0.0001,0.0,0.3,0.2,1.0,2,3,2,4,0.8297,0.0484
186,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,2,2,2,0.8297,0.0453
187,texas,0.01,0.0,200,5e-05,0.0,0.3,0.2,1.0,2,2,2,3,0.8297,0.0484
188,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,2,2,2,0.8297,0.0453
189,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,2,2,3,0.8297,0.0453
190,texas,0.01,0.0,200,1e-05,0.0,0.3,0.2,1.0,2,2,2,4,0.8297,0.0453
191,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,1,2,2,0.8297,0.0453
192,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,2,2,2,0.8297,0.0469
193,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,1,2,3,0.8297,0.0453
194,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,2,2,3,0.8297,0.0469
195,texas,0.01,0.0,200,0.0001,0.0,0.3,0.3,1.0,2,1,2,4,0.8297,0.0453
196,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,2,2,2,0.8297,0.0453
197,texas,0.01,0.0,200,5e-05,0.0,0.3,0.3,1.0,2,2,2,3,0.8297,0.0453
