,dataset,lr,epoch,hidden,dropout,weight_decay,alpha,beta,gamma,norm_layers,orders,high_train,high_valid,final_train,final_test
24,genius,0.01,500,128,0.0,0.0,1.0,10.0,0.9,3,1,88.51,88.52,88.51,88.53
25,genius,0.01,500,128,0.0,0.0,1.0,10.0,0.9,3,2,86.64,86.59,86.64,86.68
26,genius,0.01,500,128,0.0,0.0,1.0,10.0,0.9,3,3,86.66,86.70,86.66,86.76
27,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,1,1,88.03,88.09,88.03,88.07
28,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,1,2,87.02,86.97,87.02,87.23
29,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,1,3,87.28,87.35,87.28,87.31
30,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,2,1,87.23,87.28,87.23,87.34
31,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,2,2,86.86,86.84,86.86,86.88
32,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,2,3,86.97,86.74,86.97,86.99
33,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,3,1,86.07,86.00,86.07,86.08
34,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,3,2,87.43,87.32,87.43,87.51
35,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.1,3,3,85.63,85.48,85.63,85.71
36,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,1,1,88.44,88.50,88.44,88.47
37,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,1,2,87.24,87.26,87.24,87.29
38,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,1,3,88.27,88.21,88.27,88.25
39,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,2,1,88.11,88.17,88.11,88.14
40,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,2,2,87.11,87.08,87.02,87.08
41,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,2,3,87.29,87.22,87.29,87.36
42,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,3,1,87.47,87.52,87.47,87.49
43,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,3,2,86.64,86.58,86.64,86.72
44,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.5,3,3,86.40,86.29,86.40,86.48
45,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,1,1,88.29,88.34,88.28,88.30
46,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,1,2,86.41,86.36,86.41,86.50
47,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,1,3,86.97,86.98,86.97,87.06
48,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,2,1,86.80,86.87,86.80,86.84
49,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,2,2,87.49,87.42,87.49,87.55
50,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,2,3,87.38,87.24,87.34,87.31
51,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,3,1,88.62,88.62,88.62,88.61
52,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,3,2,87.78,87.61,87.73,87.68
53,genius,0.01,500,128,0.0,0.0,1.0,100.0,0.9,3,3,88.12,87.91,88.12,88.15
54,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,1,1,88.42,88.46,88.42,88.44
55,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,1,2,87.06,87.07,87.06,87.10
56,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,1,3,87.50,87.37,87.50,87.47
57,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,2,1,86.05,85.89,86.05,86.16
58,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,2,2,85.97,85.92,85.97,86.15
59,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,2,3,86.67,86.70,86.64,86.64
60,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,3,1,86.79,86.74,86.79,86.79
61,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,3,2,86.67,86.60,86.67,86.71
62,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.1,3,3,86.80,86.85,86.80,86.88
63,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,1,1,88.32,88.41,88.31,88.35
64,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,1,2,86.92,86.93,86.92,86.96
65,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,1,3,87.92,87.73,87.92,87.82
66,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,2,1,88.43,88.51,88.43,88.52
67,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,2,2,87.75,87.55,87.75,87.80
68,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,2,3,86.23,86.11,86.23,86.32
69,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,3,1,88.28,88.33,88.28,88.30
70,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,3,2,88.15,88.01,88.15,88.25
71,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.5,3,3,86.64,86.61,86.64,86.68
72,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,1,1,87.99,88.06,87.99,87.99
73,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,1,2,87.74,87.76,87.70,87.76
74,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,1,3,87.85,87.73,87.85,87.84
75,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,2,1,87.99,88.01,87.99,88.03
76,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,2,2,87.54,87.50,87.54,87.52
77,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,2,3,87.34,87.10,87.34,87.33
78,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,3,1,87.45,87.32,87.45,87.49
79,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,3,2,87.24,87.30,87.24,87.27
80,genius,0.01,500,128,0.0,0.0,1.0,1000.0,0.9,3,3,87.57,87.55,87.57,87.61
81,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,1,1,87.43,87.35,87.43,87.47
82,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,1,2,86.95,86.97,86.95,86.97
83,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,1,3,86.97,86.98,86.97,87.03
84,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,2,1,85.20,85.14,85.20,85.30
85,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,2,2,87.02,86.99,87.02,87.02
86,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,2,3,85.53,85.67,85.53,85.60
87,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,3,1,50.00,50.00,50.00,50.00
88,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,3,2,85.13,85.08,85.13,85.16
89,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.1,3,3,50.00,50.00,50.00,50.00
90,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,1,1,87.25,87.08,87.25,87.31
91,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,1,2,86.84,86.80,86.84,86.93
92,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,1,3,86.18,85.90,86.18,86.20
93,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,2,1,88.12,88.17,88.12,88.15
94,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,2,2,86.04,85.99,86.04,86.09
95,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,2,3,86.15,86.06,86.15,86.18
96,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,3,1,85.68,85.53,85.68,85.80
97,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,3,2,85.00,84.95,85.00,85.16
98,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.5,3,3,86.20,86.16,86.20,86.28
99,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,1,1,87.85,87.92,87.85,87.86
100,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,1,2,87.18,87.16,87.18,87.21
101,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,1,3,87.06,87.16,87.06,87.11
102,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,2,1,88.41,88.45,88.41,88.41
103,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,2,2,86.54,86.56,86.54,86.59
104,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,2,3,86.18,86.16,86.18,86.20
105,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,3,1,87.98,88.05,87.98,88.00
106,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,3,2,86.36,86.23,86.36,86.40
107,genius,0.01,500,256,0.0,0.0,1.0,10.0,0.9,3,3,86.43,86.48,86.43,86.51
108,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,1,1,87.57,87.58,87.57,87.59
109,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,1,2,87.15,87.17,87.15,87.16
110,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,1,3,86.26,86.15,86.26,86.29
111,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,2,1,88.27,88.32,88.27,88.29
112,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,2,2,87.56,87.53,87.56,87.55
113,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,2,3,85.70,85.51,85.70,85.78
114,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,3,1,87.95,87.97,87.94,88.00
115,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,3,2,86.25,86.11,86.25,86.28
116,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.1,3,3,86.50,86.56,86.50,86.55
117,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,1,1,88.27,88.36,88.27,88.32
118,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,1,2,86.21,86.13,86.21,86.28
119,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,1,3,86.87,86.68,86.87,86.81
120,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,2,1,86.06,85.90,86.06,86.12
121,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,2,2,86.90,86.90,86.90,87.00
122,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,2,3,86.38,86.28,86.38,86.43
123,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,3,1,88.21,88.21,88.21,88.21
124,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,3,2,86.67,86.53,86.67,86.64
125,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.5,3,3,88.22,88.27,88.22,88.26
126,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,1,1,88.49,88.50,88.49,88.52
127,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,1,2,87.43,87.41,87.43,87.41
128,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,1,3,88.11,88.02,88.10,88.10
129,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,2,1,87.93,87.98,87.93,88.02
130,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,2,2,87.57,87.46,87.57,87.40
131,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,2,3,87.18,87.28,87.18,87.21
132,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,3,1,88.44,88.48,88.44,88.53
133,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,3,2,86.98,86.87,86.98,86.97
134,genius,0.01,500,256,0.0,0.0,1.0,100.0,0.9,3,3,86.21,86.06,86.21,86.29
135,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,1,1,86.54,86.58,86.54,86.62
136,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,1,2,86.73,86.72,86.73,86.82
137,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,1,3,86.83,86.76,86.83,86.89
138,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,2,1,86.55,86.60,86.55,86.51
139,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,2,2,87.24,87.22,87.24,87.28
140,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,2,3,86.32,86.40,86.32,86.36
141,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,3,1,87.31,87.27,87.31,87.34
142,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,3,2,86.42,86.39,86.42,86.58
143,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.1,3,3,86.85,86.88,86.85,86.91
144,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,1,1,88.47,88.50,88.47,88.49
145,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,1,2,86.29,86.26,86.29,86.35
146,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,1,3,87.51,87.50,87.47,87.54
147,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,2,1,88.27,88.34,88.27,88.29
148,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,2,2,87.63,87.55,87.63,87.61
149,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,2,3,86.84,86.87,86.84,86.83
150,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,3,1,87.66,87.69,87.66,87.76
151,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,3,2,85.98,85.94,85.98,86.07
152,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.5,3,3,88.10,87.98,88.10,88.09
153,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,1,1,88.45,88.48,88.45,88.46
154,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,1,2,86.90,86.92,86.90,86.98
155,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,1,3,87.25,87.20,87.25,87.32
156,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,2,1,88.20,88.27,88.20,88.30
157,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,2,2,87.61,87.56,87.61,87.58
158,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,2,3,86.87,86.90,86.87,86.89
159,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,3,1,88.08,88.14,88.08,88.14
160,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,3,2,86.83,86.67,86.83,86.90
161,genius,0.01,500,256,0.0,0.0,1.0,1000.0,0.9,3,3,86.84,86.85,86.84,86.95
162,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,1,1,88.42,88.48,88.42,88.44
163,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,1,2,86.52,86.53,86.52,86.66
164,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,1,3,87.57,87.50,87.57,87.55
165,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,2,1,87.85,87.88,87.85,87.85
166,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,2,2,87.06,87.08,87.06,87.07
167,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,2,3,86.62,86.45,86.62,86.67
168,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,3,1,88.34,88.38,88.30,88.32
169,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,3,2,86.70,86.57,86.70,86.89
170,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.1,3,3,84.85,84.77,84.85,84.92
171,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,1,1,88.19,88.23,88.19,88.21
172,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,1,2,86.48,86.47,86.46,86.58
173,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,1,3,88.61,88.60,88.60,88.54
174,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,2,1,88.08,88.13,88.08,88.08
175,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,2,2,86.95,86.99,86.95,86.98
176,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,2,3,86.79,86.82,86.79,86.86
177,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,3,1,87.96,87.96,87.96,87.92
178,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,3,2,86.66,86.59,86.60,86.63
179,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.5,3,3,86.44,86.32,86.44,86.43
180,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,1,1,87.62,87.44,87.62,87.67
181,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,1,2,87.19,87.23,87.19,87.29
182,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,1,3,87.42,87.33,87.42,87.46
183,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,2,1,87.77,87.63,87.77,87.84
184,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,2,2,87.55,87.44,87.55,87.59
185,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,2,3,86.91,86.93,86.91,86.95
186,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,3,1,88.56,88.61,88.56,88.63
187,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,3,2,87.62,87.59,87.61,87.64
188,genius,0.005,500,128,0.0,0.0,1.0,10.0,0.9,3,3,87.38,87.28,87.38,87.41
189,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,1,1,88.28,88.34,88.28,88.34
190,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,1,2,86.97,86.96,86.97,87.01
191,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,1,3,88.19,88.13,88.12,88.15
192,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,2,1,86.93,87.00,86.93,87.00
193,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,2,2,86.83,86.74,86.83,86.95
194,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,2,3,86.50,86.42,86.50,86.66
195,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,3,1,87.38,87.47,87.38,87.39
196,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,3,2,86.54,86.50,86.54,86.58
197,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.1,3,3,85.58,85.44,85.58,85.63
198,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,1,1,88.23,88.28,88.23,88.22
199,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,1,2,87.09,87.09,87.07,87.07
200,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,1,3,86.23,86.21,86.23,86.38
201,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,2,1,88.18,88.24,88.18,88.19
202,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,2,2,86.40,86.29,86.38,86.45
203,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,2,3,87.29,87.33,87.29,87.32
204,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,3,1,88.43,88.46,88.43,88.53
205,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,3,2,87.88,87.92,87.88,87.88
206,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.5,3,3,86.62,86.72,86.62,86.76
207,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,1,1,88.08,88.14,88.08,88.11
208,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,1,2,88.09,87.95,88.09,88.09
209,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,1,3,87.93,87.76,87.93,87.90
210,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,2,1,88.00,88.01,88.00,88.08
211,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,2,2,87.51,87.57,87.51,87.63
212,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,2,3,87.86,87.68,87.86,87.98
213,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,3,1,88.47,88.50,88.47,88.51
214,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,3,2,87.39,87.33,87.39,87.42
215,genius,0.005,500,128,0.0,0.0,1.0,100.0,0.9,3,3,87.46,87.43,87.46,87.43
216,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,1,1,88.36,88.43,88.36,88.41
217,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,1,2,86.67,86.62,86.67,86.68
218,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,1,3,86.61,86.44,86.61,86.64
219,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,2,1,87.64,87.66,87.64,87.69
220,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,2,2,87.36,87.32,87.36,87.51
221,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,2,3,86.85,86.91,86.85,86.90
222,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,3,1,87.98,87.99,87.98,88.04
223,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,3,2,87.39,87.28,87.39,87.51
224,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.1,3,3,88.11,88.04,88.08,88.07
225,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,1,1,88.28,88.34,88.28,88.27
226,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,1,2,87.40,87.26,87.40,87.50
227,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,1,3,86.58,86.48,86.58,86.63
228,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,2,1,88.54,88.59,88.54,88.56
229,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,2,2,87.30,87.08,87.30,87.25
230,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,2,3,86.12,86.02,86.12,86.17
231,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,3,1,88.34,88.38,88.34,88.34
232,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,3,2,86.32,86.29,86.32,86.42
233,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.5,3,3,87.56,87.59,87.56,87.64
234,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,1,1,87.92,88.00,87.92,87.98
235,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,1,2,87.52,87.35,87.52,87.55
236,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,1,3,87.62,87.48,87.62,87.55
237,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,2,1,88.27,88.31,88.27,88.31
238,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,2,2,87.68,87.65,87.68,87.73
239,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,2,3,87.84,87.71,87.84,87.93
240,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,3,1,88.44,88.50,88.44,88.52
241,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,3,2,87.72,87.69,87.72,87.72
242,genius,0.005,500,128,0.0,0.0,1.0,1000.0,0.9,3,3,87.31,87.22,87.31,87.42
243,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,1,1,86.36,86.39,86.36,86.40
244,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,1,2,86.63,86.50,86.63,86.70
245,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,1,3,86.82,86.60,86.82,86.81
246,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,2,1,88.14,88.19,88.14,88.11
247,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,2,2,86.73,86.71,86.73,86.75
248,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,2,3,85.40,85.21,85.40,85.45
249,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,3,1,87.70,87.73,87.70,87.70
250,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,3,2,86.57,86.35,86.57,86.54
251,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.1,3,3,86.45,86.46,86.45,86.62
252,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,1,1,87.98,88.00,87.98,87.96
253,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,1,2,87.03,87.05,87.03,87.06
254,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,1,3,86.30,86.29,86.30,86.35
255,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,2,1,88.21,88.28,88.21,88.23
256,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,2,2,86.91,86.89,86.91,86.97
257,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,2,3,86.33,86.36,86.33,86.45
258,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,3,1,86.74,86.77,86.74,86.72
259,genius,0.005,500,256,0.0,0.0,1.0,10.0,0.5,3,2,86.41,86.38,86.41,86.46
